Rank,Date,Location,Opponent,Result,Cmp,PassAtt,PassPct,PassYds,PassTD,RushAtt,RushYds,RushAvg,RushTD,Plays,Yards,YardsPerPlay,PassFirstDowns,RushFirstDowns,PenFirstDowns,TotalFirstDowns,Penalties,PenaltyYards,Fumbles,Interceptions,Turnovers,Team,game_id
4.0,2020-10-24,,UTEP,W (38-28),14,23,60.9,185,2,35,144,4.1,3,58,329,5.7,8,9,0,17,11,122,0,0,0,Charlotte,/cfb/boxscores/2020-10-24-charlotte.html
5.0,2020-10-31,@,Duke,L (19-53),18,36,50.0,171,1,51,177,3.5,2,87,348,4.0,10,9,3,22,5,35,2,0,2,Charlotte,/cfb/boxscores/2020-10-31-duke.html
6.0,2020-12-06,,Western Kentucky,L (19-37),15,35,42.9,219,3,33,89,2.7,0,68,308,4.5,10,8,0,18,6,48,1,0,1,Charlotte,/cfb/boxscores/2020-12-06-charlotte.html
1.0,2020-09-19,,Austin Peay,W (55-20),17,26,65.4,249,3,41,276,6.7,5,67,525,7.8,10,13,1,24,5,45,1,0,1,Cincinnati,/cfb/boxscores/2020-09-19-cincinnati.html
2.0,2020-09-26,,Army,W (24-10),19,34,55.9,262,2,35,69,2.0,1,69,331,4.8,9,4,1,14,7,79,1,1,2,Cincinnati,/cfb/boxscores/2020-09-26-cincinnati.html
3.0,2020-10-03,,South Florida,W (28-7),16,26,61.5,143,2,45,189,4.2,1,71,332,4.7,9,12,1,22,7,52,1,3,4,Cincinnati,/cfb/boxscores/2020-10-03-cincinnati.html
4.0,2020-10-24,@,Southern Methodist,W (42-13),13,21,61.9,126,1,35,313,8.9,5,56,439,7.8,7,10,0,17,12,126,2,0,2,Cincinnati,/cfb/boxscores/2020-10-24-southern-methodist.html
5.0,2020-10-31,,Memphis,W (49-10),21,26,80.8,271,3,41,242,5.9,4,67,513,7.7,15,11,2,28,5,40,0,1,1,Cincinnati,/cfb/boxscores/2020-10-31-cincinnati.html
6.0,2020-11-07,,Houston,W (38-10),20,30,66.7,168,1,39,342,8.8,4,69,510,7.4,8,15,1,24,5,35,0,1,1,Cincinnati,/cfb/boxscores/2020-11-07-cincinnati.html
7.0,2020-11-13,,East Carolina,W (55-17),27,34,79.4,354,3,32,299,9.3,4,66,653,9.9,18,11,0,29,13,159,1,0,1,Cincinnati,/cfb/boxscores/2020-11-13-cincinnati.html
8.0,2020-11-21,@,Central Florida,W (36-33),21,32,65.6,338,2,48,144,3.0,2,80,482,6.0,16,10,2,28,11,86,1,0,1,Cincinnati,/cfb/boxscores/2020-11-21-central-florida.html
9.0,2020-12-19,,Tulsa,W (27-24),19,29,65.5,269,1,38,151,4.0,2,67,420,6.3,11,5,1,17,12,66,2,0,2,Cincinnati,/cfb/boxscores/2020-12-19-cincinnati.html
10.0,2021-01-01,N,Georgia*,L (21-24),24,37,64.9,206,2,27,99,3.7,1,64,305,4.8,9,6,1,16,11,80,1,0,1,Cincinnati,/cfb/boxscores/2021-01-01-cincinnati.html
1.0,2020-09-12,@,Wake Forest,W (37-13),26,36,72.2,376,1,46,185,4.0,3,82,561,6.8,16,11,0,27,5,55,0,1,1,Clemson,/cfb/boxscores/2020-09-12-wake-forest.html
2.0,2020-09-19,,The Citadel,W (49-0),19,27,70.4,243,3,33,162,4.9,3,60,405,6.8,10,5,1,16,5,35,1,0,1,Clemson,/cfb/boxscores/2020-09-19-clemson.html
3.0,2020-10-03,,Virginia,W (41-23),26,39,66.7,329,3,31,137,4.4,2,70,466,6.7,14,7,1,22,8,65,0,0,0,Clemson,/cfb/boxscores/2020-10-03-clemson.html
4.0,2020-10-10,,Miami (FL),W (42-17),29,44,65.9,292,3,44,258,5.9,3,88,550,6.3,16,12,6,34,8,85,1,0,1,Clemson,/cfb/boxscores/2020-10-10-clemson.html
5.0,2020-10-17,@,Georgia Tech,W (73-7),33,49,67.3,500,7,39,171,4.4,3,88,671,7.6,20,8,1,29,2,20,1,1,2,Clemson,/cfb/boxscores/2020-10-17-georgia-tech.html
6.0,2020-10-24,,Syracuse,W (47-21),29,47,61.7,308,2,37,147,4.0,3,84,455,5.4,16,10,1,27,4,25,0,1,1,Clemson,/cfb/boxscores/2020-10-24-clemson.html
7.0,2020-10-31,,Boston College,W (34-28),30,43,69.8,342,2,31,106,3.4,2,74,448,6.1,16,7,3,26,9,82,1,0,1,Clemson,/cfb/boxscores/2020-10-31-clemson.html
8.0,2020-11-07,@,Notre Dame,L (40-47),29,44,65.9,439,2,33,34,1.0,2,77,473,6.1,16,4,2,22,4,46,3,0,3,Clemson,/cfb/boxscores/2020-11-07-notre-dame.html
9.0,2020-11-28,,Pittsburgh,W (52-17),35,52,67.3,436,3,38,145,3.8,4,90,581,6.5,15,10,2,27,8,55,1,0,1,Clemson,/cfb/boxscores/2020-11-28-clemson.html
10.0,2020-12-05,@,Virginia Tech,W (45-10),12,22,54.5,195,1,30,238,7.9,4,52,433,8.3,7,12,0,19,4,30,0,1,1,Clemson,/cfb/boxscores/2020-12-05-virginia-tech.html
11.0,2020-12-19,N,Notre Dame,W (34-10),25,39,64.1,322,2,27,219,8.1,2,66,541,8.2,12,10,1,23,5,60,0,1,1,Clemson,/cfb/boxscores/2020-12-19-notre-dame.html
12.0,2021-01-01,N,Ohio State*,L (28-49),33,48,68.8,400,2,22,44,2.0,2,70,444,6.3,17,4,2,23,3,20,1,1,2,Clemson,/cfb/boxscores/2021-01-01-clemson.html
1.0,2020-09-12,@,Kansas,W (38-23),11,18,61.1,133,3,42,185,4.4,2,60,318,5.3,4,13,2,19,4,48,0,0,0,Coastal Carolina,/cfb/boxscores/2020-09-12-kansas.html
2.0,2020-09-18,,Campbell,W (43-21),11,17,64.7,273,2,36,193,5.4,4,53,466,8.8,10,10,1,21,4,49,0,0,0,Coastal Carolina,/cfb/boxscores/2020-09-18-coastal-carolina.html
3.0,2020-10-03,,Arkansas State,W (52-23),20,29,69.0,322,4,51,217,4.3,3,80,539,6.7,13,12,0,25,3,31,2,1,3,Coastal Carolina,/cfb/boxscores/2020-10-03-coastal-carolina.html
4.0,2020-10-14,@,Louisiana,W (30-27),17,24,70.8,202,2,48,212,4.4,2,72,414,5.8,10,12,1,23,3,25,0,0,0,Coastal Carolina,/cfb/boxscores/2020-10-14-louisiana-lafayette.html
5.0,2020-10-24,,Georgia Southern,W (28-14),15,28,53.6,252,3,41,130,3.2,1,69,382,5.5,9,10,1,20,5,49,0,2,2,Coastal Carolina,/cfb/boxscores/2020-10-24-coastal-carolina.html
6.0,2020-10-31,@,Georgia State,W (51-0),21,29,72.4,280,4,47,250,5.3,3,76,530,7.0,14,15,1,30,1,6,1,0,1,Coastal Carolina,/cfb/boxscores/2020-10-31-georgia-state.html
7.0,2020-11-07,,South Alabama,W (23-6),17,25,68.0,209,1,33,236,7.2,1,58,445,7.7,10,8,0,18,2,20,2,0,2,Coastal Carolina,/cfb/boxscores/2020-11-07-coastal-carolina.html
8.0,2020-11-21,,Appalachian State,W (34-23),12,21,57.1,200,2,34,169,5.0,2,55,369,6.7,7,8,1,16,1,5,1,0,1,Coastal Carolina,/cfb/boxscores/2020-11-21-coastal-carolina.html
9.0,2020-11-28,@,Texas State,W (49-14),12,20,60.0,166,2,56,406,7.3,5,76,572,7.5,9,21,2,32,4,25,0,0,0,Coastal Carolina,/cfb/boxscores/2020-11-28-texas-state.html
10.0,2020-12-05,,Brigham Young,W (22-17),10,15,66.7,85,0,54,281,5.2,3,69,366,5.3,4,18,0,22,4,40,1,0,1,Coastal Carolina,/cfb/boxscores/2020-12-05-coastal-carolina.html
11.0,2020-12-12,@,Troy,W (42-38),24,29,82.8,338,3,43,176,4.1,3,72,514,7.1,17,9,3,29,6,70,0,1,1,Coastal Carolina,/cfb/boxscores/2020-12-12-troy.html
12.0,2020-12-26,N,Liberty*,L (34-37),21,32,65.6,318,3,33,165,5.0,1,65,483,7.4,14,7,3,24,7,60,0,1,1,Coastal Carolina,/cfb/boxscores/2020-12-26-coastal-carolina.html
1.0,2020-11-07,,UCLA,W (48-42),22,33,66.7,261,1,59,264,4.5,5,92,525,5.7,12,13,1,26,9,90,0,0,0,Colorado,/cfb/boxscores/2020-11-07-colorado.html
2.0,2020-11-14,@,Stanford,W (35-32),15,24,62.5,255,2,45,177,3.9,3,69,432,6.3,10,11,1,22,6,61,0,1,1,Colorado,/cfb/boxscores/2020-11-14-stanford.html
3.0,2020-11-28,,San Diego State,W (20-10),17,29,58.6,138,1,53,134,2.5,1,82,272,3.3,7,8,4,19,3,40,0,1,1,Colorado,/cfb/boxscores/2020-11-28-colorado.html
4.0,2020-12-05,@,Arizona,W (24-13),12,20,60.0,92,0,46,407,8.8,3,66,499,7.6,6,10,2,18,5,47,1,2,3,Colorado,/cfb/boxscores/2020-12-05-arizona.html
5.0,2020-12-12,,Utah,L (21-38),18,39,46.2,267,2,27,110,4.1,0,66,377,5.7,10,5,0,15,4,35,2,1,3,Colorado,/cfb/boxscores/2020-12-12-colorado.html
6.0,2020-12-29,N,Texas*,L (23-55),14,33,42.4,196,0,46,182,4.0,3,79,378,4.8,8,8,4,20,7,65,1,2,3,Colorado,/cfb/boxscores/2020-12-29-colorado.html
1.0,2020-10-29,@,Fresno State,L (17-38),17,33,51.5,223,1,40,149,3.7,1,73,372,5.1,11,9,1,21,7,61,1,0,1,Colorado State,/cfb/boxscores/2020-10-29-fresno-state.html
2.0,2020-11-05,,Wyoming,W (34-24),18,26,69.2,255,2,37,87,2.4,1,63,342,5.4,9,6,3,18,6,45,0,0,0,Colorado State,/cfb/boxscores/2020-11-05-colorado-state.html
3.0,2020-11-12,@,Boise State,L (21-52),11,29,37.9,176,1,41,139,3.4,2,70,315,4.5,8,7,0,15,6,48,0,1,1,Colorado State,/cfb/boxscores/2020-11-12-boise-state.html
4.0,2020-12-05,@,San Diego State,L (17-29),13,28,46.4,144,0,38,121,3.2,2,66,265,4.0,7,7,1,15,5,36,0,2,2,Colorado State,/cfb/boxscores/2020-12-05-san-diego-state.html
1.0,2020-09-12,@,Notre Dame,L (13-27),20,37,54.1,259,0,30,79,2.6,1,67,338,5.0,13,4,2,19,4,31,2,0,2,Duke,/cfb/boxscores/2020-09-12-notre-dame.html
2.0,2020-09-19,,Boston College,L (6-26),23,42,54.8,217,0,29,134,4.6,1,71,351,4.9,11,7,1,19,4,56,3,2,5,Duke,/cfb/boxscores/2020-09-19-duke.html
3.0,2020-09-26,@,Virginia,L (20-38),18,40,45.0,286,2,38,56,1.5,0,78,342,4.4,12,4,1,17,3,25,2,5,7,Duke,/cfb/boxscores/2020-09-26-virginia.html
4.0,2020-10-03,,Virginia Tech,L (31-38),23,40,57.5,279,1,37,139,3.8,2,77,418,5.4,13,6,0,19,8,76,0,1,1,Duke,/cfb/boxscores/2020-10-03-duke.html
5.0,2020-10-10,@,Syracuse,W (38-24),23,39,59.0,282,2,63,363,5.8,2,102,645,6.3,16,17,3,36,2,25,3,1,4,Duke,/cfb/boxscores/2020-10-10-syracuse.html
6.0,2020-10-17,@,North Carolina State,L (20-31),24,40,60.0,190,1,41,129,3.1,0,81,319,3.9,10,9,5,24,5,55,0,3,3,Duke,/cfb/boxscores/2020-10-17-north-carolina-state.html
7.0,2020-10-31,,Charlotte,W (53-19),10,17,58.8,127,1,34,274,8.1,6,51,401,7.9,8,7,1,16,6,35,0,1,1,Duke,/cfb/boxscores/2020-10-31-duke.html
8.0,2020-11-07,,North Carolina,L (24-56),18,32,56.3,226,0,42,185,4.4,3,74,411,5.6,11,10,5,26,7,63,1,1,2,Duke,/cfb/boxscores/2020-11-07-duke.html
9.0,2020-11-28,@,Georgia Tech,L (33-56),23,47,48.9,314,2,40,68,1.7,1,87,382,4.4,14,6,3,23,8,63,4,1,5,Duke,/cfb/boxscores/2020-11-28-georgia-tech.html
10.0,2020-12-05,,Miami (FL),L (0-48),25,31,80.6,121,0,33,56,1.7,0,64,177,2.8,5,8,1,14,6,55,4,1,5,Duke,/cfb/boxscores/2020-12-05-duke.html
11.0,2020-12-12,@,Florida State,L (35-56),13,26,50.0,148,2,51,245,4.8,3,77,393,5.1,6,15,4,25,9,70,1,3,4,Duke,/cfb/boxscores/2020-12-12-florida-state.html
1.0,2020-09-26,,Central Florida,L (28-51),14,29,48.3,215,3,54,244,4.5,1,83,459,5.5,11,11,3,25,11,105,3,1,4,East Carolina,/cfb/boxscores/2020-09-26-east-carolina.html
2.0,2020-10-03,@,Georgia State,L (29-49),29,52,55.8,242,0,26,50,1.9,1,78,292,3.7,11,4,4,19,11,97,0,3,3,East Carolina,/cfb/boxscores/2020-10-03-georgia-state.html
3.0,2020-10-10,@,South Florida,W (44-24),17,26,65.4,222,3,47,210,4.5,2,73,432,5.9,11,9,1,21,3,45,0,0,0,East Carolina,/cfb/boxscores/2020-10-10-south-florida.html
4.0,2020-10-17,,Navy,L (23-27),10,20,50.0,104,0,45,268,6.0,2,65,372,5.7,5,13,1,19,3,20,2,0,2,East Carolina,/cfb/boxscores/2020-10-17-east-carolina.html
5.0,2020-10-30,@,Tulsa,L (30-34),38,50,76.0,330,3,28,126,4.5,0,78,456,5.8,14,7,6,27,13,105,2,1,3,East Carolina,/cfb/boxscores/2020-10-30-tulsa.html
6.0,2020-11-07,,Tulane,L (21-38),27,43,62.8,351,3,29,35,1.2,0,72,386,5.4,12,5,3,20,4,23,1,0,1,East Carolina,/cfb/boxscores/2020-11-07-east-carolina.html
7.0,2020-11-13,@,Cincinnati,L (17-55),9,21,42.9,87,0,50,206,4.1,2,71,293,4.1,5,13,5,23,4,45,1,3,4,East Carolina,/cfb/boxscores/2020-11-13-cincinnati.html
8.0,2020-11-21,@,Temple,W (28-3),11,22,50.0,182,2,40,265,6.6,1,62,447,7.2,7,9,0,16,1,12,1,1,2,East Carolina,/cfb/boxscores/2020-11-21-temple.html
9.0,2020-11-28,,Southern Methodist,W (52-38),21,30,70.0,333,5,43,160,3.7,2,73,493,6.8,15,9,4,28,7,72,2,0,2,East Carolina,/cfb/boxscores/2020-11-28-east-carolina.html
1.0,2020-11-04,@,Kent State,L (23-27),21,35,60.0,241,2,32,61,1.9,1,67,302,4.5,12,5,3,20,2,30,0,2,2,Eastern Michigan,/cfb/boxscores/2020-11-04-kent-state.html
2.0,2020-11-11,@,Ball State,L (31-38),17,29,58.6,255,1,41,258,6.3,3,70,513,7.3,12,10,0,22,5,48,1,0,1,Eastern Michigan,/cfb/boxscores/2020-11-11-ball-state.html
3.0,2020-11-18,,Toledo,L (28-45),25,39,64.1,244,4,31,34,1.1,0,70,278,4.0,10,4,4,18,10,89,2,1,3,Eastern Michigan,/cfb/boxscores/2020-11-18-eastern-michigan.html
4.0,2020-11-27,,Central Michigan,L (23-31),23,37,62.2,365,0,31,74,2.4,2,68,439,6.5,15,6,1,22,2,15,2,3,5,Eastern Michigan,/cfb/boxscores/2020-11-27-eastern-michigan.html
5.0,2020-12-05,@,Western Michigan,W (53-42),19,30,63.3,315,3,46,218,4.7,3,76,533,7.0,13,9,2,24,5,40,0,0,0,Eastern Michigan,/cfb/boxscores/2020-12-05-western-michigan.html
6.0,2020-12-12,,Northern Illinois,W (41-33),21,29,72.4,242,2,38,131,3.4,2,67,373,5.6,13,10,2,25,5,41,1,0,1,Eastern Michigan,/cfb/boxscores/2020-12-12-eastern-michigan.html
1.0,2020-09-26,@,Mississippi,W (51-35),31,45,68.9,446,6,29,196,6.8,0,74,642,8.7,21,9,2,32,4,40,0,1,1,Florida,/cfb/boxscores/2020-09-26-mississippi.html
2.0,2020-10-03,,South Carolina,W (38-24),21,29,72.4,268,4,24,80,3.3,1,53,348,6.6,11,5,2,18,4,44,1,1,2,Florida,/cfb/boxscores/2020-10-03-florida.html
3.0,2020-10-10,@,Texas A&M,L (38-41),23,32,71.9,312,4,24,90,3.8,1,56,402,7.2,14,5,3,22,5,32,1,0,1,Florida,/cfb/boxscores/2020-10-10-texas-am.html
4.0,2020-10-31,,Missouri,W (41-17),21,36,58.3,345,4,35,169,4.8,1,71,514,7.2,14,9,2,25,8,65,1,1,2,Florida,/cfb/boxscores/2020-10-31-florida.html
5.0,2020-11-07,N,Georgia,W (44-28),30,43,69.8,474,4,37,97,2.6,1,80,571,7.1,22,5,2,29,3,15,0,1,1,Florida,/cfb/boxscores/2020-11-07-georgia.html
6.0,2020-11-14,,Arkansas,W (63-35),27,38,71.1,385,7,45,208,4.6,1,83,593,7.1,18,15,3,36,3,35,0,1,1,Florida,/cfb/boxscores/2020-11-14-florida.html
7.0,2020-11-21,@,Vanderbilt,W (38-17),27,36,75.0,413,4,40,173,4.3,1,76,586,7.7,19,10,0,29,6,46,1,0,1,Florida,/cfb/boxscores/2020-11-21-vanderbilt.html
8.0,2020-11-28,,Kentucky,W (34-10),26,32,81.3,314,3,25,104,4.2,0,57,418,7.3,12,5,4,21,5,40,2,0,2,Florida,/cfb/boxscores/2020-11-28-florida.html
9.0,2020-12-05,@,Tennessee,W (31-19),35,49,71.4,433,4,17,19,1.1,0,66,452,6.8,21,1,2,24,8,85,0,0,0,Florida,/cfb/boxscores/2020-12-05-tennessee.html
10.0,2020-12-12,,Louisiana State,L (34-37),29,48,60.4,474,2,26,135,5.2,2,74,609,8.2,19,5,2,26,4,29,1,2,3,Florida,/cfb/boxscores/2020-12-12-florida.html
11.0,2020-12-19,N,Alabama,L (46-52),26,40,65.0,408,3,26,54,2.1,3,66,462,7.0,16,6,4,26,6,50,2,0,2,Florida,/cfb/boxscores/2020-12-19-florida.html
12.0,2020-12-30,N,Oklahoma*,L (20-55),25,45,55.6,271,1,39,250,6.4,1,84,521,6.2,15,12,1,28,8,61,0,3,3,Florida,/cfb/boxscores/2020-12-30-oklahoma.html
1.0,2020-10-03,,Charlotte,W (21-17),11,22,50.0,98,2,33,217,6.6,1,55,315,5.7,5,9,1,15,3,19,0,0,0,Florida Atlantic,/cfb/boxscores/2020-10-03-florida-atlantic.html
2.0,2020-10-24,@,Marshall,L (9-20),18,30,60.0,148,0,37,86,2.3,1,67,234,3.5,9,7,1,17,11,126,0,1,1,Florida Atlantic,/cfb/boxscores/2020-10-24-marshall.html
3.0,2020-10-31,,UTSA,W (24-3),11,20,55.0,136,1,50,196,3.9,2,70,332,4.7,6,11,2,19,6,40,0,0,0,Florida Atlantic,/cfb/boxscores/2020-10-31-florida-atlantic.html
4.0,2020-11-07,,Western Kentucky,W (10-6),7,17,41.2,108,0,45,165,3.7,1,62,273,4.4,6,11,1,18,2,25,0,1,1,Florida Atlantic,/cfb/boxscores/2020-11-07-florida-atlantic.html
5.0,2020-11-13,@,Florida International,W (38-19),10,16,62.5,80,2,52,381,7.3,3,68,461,6.8,5,16,1,22,2,10,1,0,1,Florida Atlantic,/cfb/boxscores/2020-11-13-florida-international.html
6.0,2020-11-20,,Massachusetts,W (24-2),15,30,50.0,228,1,44,140,3.2,2,74,368,5.0,8,7,1,16,4,20,1,0,1,Florida Atlantic,/cfb/boxscores/2020-11-20-florida-atlantic.html
7.0,2020-12-05,@,Georgia Southern,L (3-20),14,28,50.0,189,0,29,133,4.6,0,57,322,5.6,10,5,1,16,5,30,2,2,4,Florida Atlantic,/cfb/boxscores/2020-12-05-georgia-southern.html
8.0,2020-12-10,@,Southern Mississippi,L (31-45),17,34,50.0,162,1,34,164,4.8,2,68,326,4.8,9,7,3,19,7,60,0,1,1,Florida Atlantic,/cfb/boxscores/2020-12-10-southern-mississippi.html
9.0,2020-12-23,N,Memphis*,L (10-25),19,35,54.3,151,1,39,139,3.6,0,74,290,3.9,7,11,1,19,2,20,1,1,2,Florida Atlantic,/cfb/boxscores/2020-12-23-florida-atlantic.html
1.0,2020-09-26,@,Liberty,L (34-36),11,20,55.0,136,2,31,188,6.1,2,51,324,6.4,7,7,2,16,15,127,0,0,0,Florida International,/cfb/boxscores/2020-09-26-liberty.html
2.0,2020-10-10,,Middle Tennessee State,L (28-31),8,21,38.1,58,0,44,270,6.1,4,65,328,5.0,4,10,1,15,4,25,0,1,1,Florida International,/cfb/boxscores/2020-10-10-florida-international.html
3.0,2020-10-23,,Jacksonville State,L (10-19),7,19,36.8,84,1,24,72,3.0,0,43,156,3.6,3,3,0,6,4,26,1,0,1,Florida International,/cfb/boxscores/2020-10-23-florida-international.html
4.0,2020-11-13,,Florida Atlantic,L (19-38),18,33,54.5,192,1,33,156,4.7,1,66,348,5.3,9,6,0,15,7,47,0,0,0,Florida International,/cfb/boxscores/2020-11-13-florida-international.html
5.0,2020-11-21,@,Western Kentucky,L (21-38),14,37,37.8,147,1,44,116,2.6,1,81,263,3.2,7,8,2,17,2,15,1,1,2,Florida International,/cfb/boxscores/2020-11-21-western-kentucky.html
1.0,2020-09-12,,Georgia Tech,L (13-16),23,45,51.1,198,1,35,109,3.1,0,80,307,3.8,11,10,0,21,8,55,2,1,3,Florida State,/cfb/boxscores/2020-09-12-florida-state.html
2.0,2020-09-26,@,Miami (FL),L (10-52),22,37,59.5,179,1,36,151,4.2,0,73,330,4.5,11,10,2,23,12,113,0,3,3,Florida State,/cfb/boxscores/2020-09-26-miami-fl.html
3.0,2020-10-03,,Jacksonville State,W (41-24),20,29,69.0,268,1,53,263,5.0,5,82,531,6.5,10,18,3,31,10,100,0,1,1,Florida State,/cfb/boxscores/2020-10-03-florida-state.html
4.0,2020-10-10,@,Notre Dame,L (26-42),17,31,54.8,252,1,40,153,3.8,2,71,405,5.7,11,6,1,18,7,59,0,1,1,Florida State,/cfb/boxscores/2020-10-10-notre-dame.html
5.0,2020-10-17,,North Carolina,W (31-28),8,19,42.1,191,1,36,241,6.7,2,55,432,7.9,5,11,0,16,12,89,0,1,1,Florida State,/cfb/boxscores/2020-10-17-florida-state.html
6.0,2020-10-24,@,Louisville,L (16-48),14,41,34.1,141,1,40,265,6.6,1,81,406,5.0,12,19,6,19,11,104,0,1,1,Florida State,/cfb/boxscores/2020-10-24-louisville.html
7.0,2020-11-07,,Pittsburgh,L (17-41),23,41,56.1,144,0,35,146,4.2,2,76,290,3.8,5,8,4,17,8,57,0,3,3,Florida State,/cfb/boxscores/2020-11-07-florida-state.html
8.0,2020-11-14,@,North Carolina State,L (22-38),18,28,64.3,200,2,34,147,4.3,1,62,347,5.6,6,8,2,16,6,66,1,1,2,Florida State,/cfb/boxscores/2020-11-14-north-carolina-state.html
9.0,2020-12-12,,Duke,W (56-35),14,21,66.7,198,2,40,343,8.6,6,61,541,8.9,6,16,2,24,6,57,1,1,2,Florida State,/cfb/boxscores/2020-12-12-florida-state.html
1.0,2020-10-24,,Hawaii,L (19-34),17,31,54.8,289,1,37,120,3.2,1,68,409,6.0,11,9,2,22,7,50,1,3,4,Fresno State,/cfb/boxscores/2020-10-24-fresno-state.html
2.0,2020-10-29,,Colorado State,W (38-17),25,36,69.4,348,3,43,84,2.0,2,79,432,5.5,16,6,2,24,5,50,0,0,0,Fresno State,/cfb/boxscores/2020-10-29-fresno-state.html
3.0,2020-11-07,@,Nevada-Las Vegas,W (40-27),20,35,57.1,244,1,36,243,6.8,4,71,487,6.9,8,13,1,22,8,65,1,0,1,Fresno State,/cfb/boxscores/2020-11-07-nevada-las-vegas.html
4.0,2020-11-14,@,Utah State,W (35-16),29,38,76.3,422,4,37,119,3.2,1,75,541,7.2,18,7,0,25,5,39,1,1,2,Fresno State,/cfb/boxscores/2020-11-14-utah-state.html
5.0,2020-12-05,@,Nevada,L (26-37),41,65,63.1,485,2,40,114,2.9,2,105,599,5.7,23,7,0,30,4,33,2,0,2,Fresno State,/cfb/boxscores/2020-12-05-nevada.html
6.0,2020-12-12,N,New Mexico,L (39-49),26,43,60.5,350,3,23,58,2.5,2,66,408,6.2,15,4,4,23,4,50,0,1,1,Fresno State,/cfb/boxscores/2020-12-12-new-mexico.html
1.0,2020-09-26,@,Arkansas,W (37-10),28,47,59.6,266,2,42,121,2.9,1,89,387,4.3,10,8,1,19,12,108,1,1,2,Georgia,/cfb/boxscores/2020-09-26-arkansas.html
2.0,2020-10-03,,Auburn,W (27-6),17,28,60.7,240,1,45,202,4.5,2,73,442,6.1,12,13,0,25,8,59,0,0,0,Georgia,/cfb/boxscores/2020-10-03-georgia.html
3.0,2020-10-10,,Tennessee,W (44-21),16,27,59.3,238,2,50,193,3.9,2,77,431,5.6,11,10,3,24,6,70,2,0,2,Georgia,/cfb/boxscores/2020-10-10-georgia.html
4.0,2020-10-17,@,Alabama,L (24-41),18,40,45.0,269,2,30,145,4.8,1,70,414,5.9,11,7,2,20,6,52,0,3,3,Georgia,/cfb/boxscores/2020-10-17-alabama.html
5.0,2020-10-31,@,Kentucky,W (14-3),9,14,64.3,131,0,43,215,5.0,2,57,346,6.1,6,13,1,20,2,19,0,2,2,Georgia,/cfb/boxscores/2020-10-31-kentucky.html
6.0,2020-11-07,N,Florida,L (28-44),9,29,31.0,112,2,29,165,5.7,1,58,277,4.8,5,7,0,12,3,35,0,3,3,Georgia,/cfb/boxscores/2020-11-07-georgia.html
7.0,2020-11-21,,Mississippi State,W (31-24),28,38,73.7,401,4,23,8,0.3,0,61,409,6.7,15,2,1,18,5,60,0,0,0,Georgia,/cfb/boxscores/2020-11-21-georgia.html
8.0,2020-11-28,@,South Carolina,W (45-16),10,16,62.5,139,2,46,332,7.2,4,62,471,7.6,5,19,0,24,6,50,0,1,1,Georgia,/cfb/boxscores/2020-11-28-south-carolina.html
9.0,2020-12-12,@,Missouri,W (49-14),16,28,57.1,299,3,45,316,7.0,4,73,615,8.4,12,15,1,28,1,9,0,0,0,Georgia,/cfb/boxscores/2020-12-12-missouri.html
10.0,2021-01-01,N,Cincinnati*,W (24-21),27,39,69.2,404,1,24,45,1.9,1,63,449,7.1,13,4,2,19,6,66,1,1,2,Georgia,/cfb/boxscores/2021-01-01-cincinnati.html
1.0,2020-09-12,,Campbell,W (27-26),8,16,50.0,62,1,49,284,5.8,2,65,346,5.3,3,14,3,20,5,27,1,0,1,Georgia Southern,/cfb/boxscores/2020-09-12-georgia-southern.html
2.0,2020-09-26,@,Louisiana,L (18-20),11,18,61.1,255,1,49,192,3.9,1,67,447,6.7,7,13,1,21,2,10,1,1,2,Georgia Southern,/cfb/boxscores/2020-09-26-louisiana-lafayette.html
3.0,2020-10-03,@,Louisiana-Monroe,W (35-30),3,7,42.9,29,0,53,340,6.4,4,60,369,6.2,2,16,1,19,7,57,0,0,0,Georgia Southern,/cfb/boxscores/2020-10-03-louisiana-monroe.html
4.0,2020-10-17,,Massachusetts,W (41-0),12,17,70.6,128,3,40,309,7.7,2,57,437,7.7,6,13,1,20,4,40,1,0,1,Georgia Southern,/cfb/boxscores/2020-10-17-georgia-southern.html
5.0,2020-10-24,@,Coastal Carolina,L (14-28),8,22,36.4,99,0,37,119,3.2,1,59,218,3.7,5,6,1,12,5,31,0,2,2,Georgia Southern,/cfb/boxscores/2020-10-24-coastal-carolina.html
6.0,2020-10-29,,South Alabama,W (24-17),5,9,55.6,95,0,48,250,5.2,3,57,345,6.1,3,12,0,15,7,72,0,1,1,Georgia Southern,/cfb/boxscores/2020-10-29-georgia-southern.html
7.0,2020-11-07,,Troy,W (20-13),12,13,92.3,85,0,61,326,5.3,2,74,411,5.6,4,15,1,20,6,60,0,1,1,Georgia Southern,/cfb/boxscores/2020-11-07-georgia-southern.html
8.0,2020-11-14,,Texas State,W (40-38),6,9,66.7,51,0,63,388,6.2,4,72,439,6.1,1,19,1,21,4,40,1,1,2,Georgia Southern,/cfb/boxscores/2020-11-14-georgia-southern.html
9.0,2020-11-21,@,Army,L (27-28),9,13,69.2,136,2,32,175,5.5,1,45,311,6.9,4,7,1,12,3,15,0,1,1,Georgia Southern,/cfb/boxscores/2020-11-21-army.html
